trip_id,vid,start_time,gtfs_start_time,gtfs_end_time,first_stop_id,last_stop_id,route_id,block_id,block_name
206289020,119,20220111 15:09,15:00:00,16:00:00,1351,1876,4,6002,455
205776020,136,20220111 15:10,15:10:00,15:45:00,509,1555,16,7402,905
205320020,143,20220111 15:10,15:11:00,15:21:00,400,413,14,1502,1402
205162020,124,20220111 15:14,15:10:00,15:40:00,145,288,10G,302,1016
205475020,144,20220111 15:15,15:14:00,15:24:00,413,400,14,1402,1401
205915020,506,20220111 15:16,15:20:00,15:40:00,166,756,21,5702,452
206074020,725,20220111 15:17,15:15:00,15:30:00,730,1565,2A,3302,252
206787020,126,20220111 15:19,14:30:00,15:10:00,1710,690,9,7702,951
206321020,133,20220111 15:20,15:25:00,16:45:00,1878,690,4,5902,454
205934020,120,20220111 15:20,15:15:00,15:30:00,756,145,21,7902,953
205345020,144,20220111 15:21,15:24:00,15:34:00,400,413,14,1402,1401
205426020,143,20220111 15:23,15:21:00,15:31:00,413,400,14,1502,1402
206051020,725,20220111 15:25,15:30:00,15:45:00,1565,730,2A,3302,252
205244020,135,20220111 15:25,15:15:00,15:45:00,1555,1710,13,1302,1351
206287020,132,20220111 15:30,15:36:00,16:45:00,354,1876,4,6102,456
204900020,147,20220111 15:30,15:30:00,16:05:00,1351,95,1,2702,154
205746020,120,20220111 15:31,15:30:00,16:05:00,145,1423,16,7902,953
206027020,134,20220111 15:31,15:20:00,15:45:00,12,779,28,3502,2802
205319020,143,20220111 15:32,15:31:00,15:41:00,400,413,14,1502,1402
205775020,501,20220111 15:33,15:35:00,16:10:00,509,1555,16,7802,952
204936020,504,20220111 15:35,15:35:00,16:10:00,95,145,1,1102,108
206759020,752,20220111 15:35,15:40:00,16:10:00,1555,1710,9,8102,955
205474020,144,20220111 15:35,15:34:00,15:44:00,413,400,14,1402,1401
205301020,140,20220111 15:37,15:17:00,15:27:00,400,413,14,1602,1403
205937020,506,20220111 15:40,15:40:00,15:55:00,756,145,21,5702,452
205425020,143,20220111 15:43,15:41:00,15:51:00,413,400,14,1502,1402
206793020,152,20220111 15:43,15:40:00,16:10:00,1710,145,9,8002,954
205051020,146,20220111 15:44,15:45:00,16:15:00,145,217,10A,2602,153
205914020,137,20220111 15:45,15:51:00,16:15:00,354,756,21,6202,457
206332020,113,20220111 15:45,15:45:00,16:45:00,1883,1351,4,6502,460
205407020,140,20220111 15:47,15:27:00,15:37:00,413,400,14,1602,1403
205138020,130,20220111 15:47,15:51:00,16:45:00,2092,221,10C,3102,159
205344020,144,20220111 15:47,15:44:00,15:54:00,400,413,14,1402,1401
205318020,143,20220111 15:49,15:51:00,16:01:00,400,413,14,1502,1402
205139020,136,20220111 15:50,15:50:00,16:25:00,1940,221,10C,7402,905
206073020,725,20220111 15:52,15:45:00,16:00:00,730,1565,2A,3302,252
205070020,124,20220111 15:52,15:40:00,16:30:00,288,690,10A,302,1016
205300020,140,20220111 15:53,15:37:00,15:47:00,400,413,14,1602,1403
204899020,506,20220111 15:55,16:00:00,16:35:00,1351,95,1,5702,452
205473020,144,20220111 15:57,15:54:00,16:04:00,413,400,14,1402,1401
204935020,147,20220111 16:00,16:05:00,16:40:00,95,145,1,2702,154
205256020,135,20220111 16:00,15:45:00,16:15:00,1710,1589,13,1302,1351
206050020,725,20220111 16:02,16:00:00,16:15:00,1565,730,2A,3302,252
206125020,129,20220111 16:03,16:06:00,17:05:00,2092,1925,3,4702,353
205343020,144,20220111 16:04,16:04:00,16:14:00,400,413,14,1402,1401
206044020,134,20220111 16:04,15:45:00,16:10:00,779,12,28,3502,2802
205424020,143,20220111 16:04,16:01:00,16:11:00,413,400,14,1502,1402
204898020,154,20220111 16:05,16:11:00,16:55:00,354,95,1,2802,155
206764020,501,20220111 16:05,16:10:00,16:40:00,1555,1710,9,7802,952
206308020,145,20220111 16:06,16:05:00,17:05:00,1351,1876,4,5802,453
206331020,119,20220111 16:06,16:00:00,17:00:00,1883,1351,4,6002,455
205405020,140,20220111 16:06,16:07:00,16:17:00,413,400,14,1602,1403
205180020,146,20220111 16:10,16:15:00,16:50:00,217,1351,10G,2602,153
205317020,143,20220111 16:10,16:11:00,16:21:00,400,413,14,1502,1402
205745020,152,20220111 16:10,16:10:00,16:45:00,145,1423,16,8002,954
205774020,120,20220111 16:11,16:05:00,16:40:00,509,1555,16,7902,953
205160020,126,20220111 16:12,16:16:00,17:00:00,354,288,10G,3002,156
206277020,111,20220111 16:12,16:16:00,17:25:00,354,1876,4,6302,458
206780020,752,20220111 16:14,16:10:00,16:40:00,1710,145,9,8102,955
205161020,504,20220111 16:14,16:10:00,16:40:00,145,288,10G,1102,108
206072020,725,20220111 16:15,16:15:00,16:30:00,730,1565,2A,3302,252
205472020,144,20220111 16:15,16:14:00,16:24:00,413,400,14,1402,1401
205298020,140,20220111 16:16,16:17:00,16:27:00,400,413,14,1602,1403
206028020,134,20220111 16:19,16:10:00,16:35:00,12,779,28,3502,2802
205423020,143,20220111 16:23,16:21:00,16:31:00,413,400,14,1502,1402
206049020,725,20220111 16:26,16:30:00,16:45:00,1565,730,2A,3302,252
205404020,140,20220111 16:27,16:27:00,16:37:00,413,400,14,1602,1403
205152020,136,20220111 16:27,16:25:00,17:35:00,2235,2231,10C,7402,905
205243020,135,20220111 16:28,16:15:00,16:45:00,1555,1710,13,1302,1351
205342020,144,20220111 16:29,16:24:00,16:34:00,400,413,14,1402,1401
205316020,143,20220111 16:30,16:31:00,16:41:00,400,413,14,1502,1402
206124020,112,20220111 16:35,16:41:00,17:40:00,2092,1925,3,4602,352
204934020,506,20220111 16:35,16:35:00,17:10:00,95,145,1,5702,452
205297020,140,20220111 16:37,16:37:00,16:47:00,400,413,14,1602,1403
206785020,501,20220111 16:38,16:40:00,17:10:00,1710,145,9,7802,952
205471020,144,20220111 16:39,16:34:00,16:44:00,413,400,14,1402,1401
205153020,130,20220111 16:40,16:45:00,17:55:00,2235,2231,10C,3102,159
206071020,725,20220111 16:40,16:45:00,17:00:00,730,1565,2A,3302,252
205137020,123,20220111 16:41,16:36:00,17:30:00,2092,221,10C,2402,1519
205729020,752,20220111 16:43,16:40:00,17:15:00,145,1423,16,8102,955
206045020,134,20220111 16:43,16:35:00,17:00:00,779,12,28,3502,2802
205422020,143,20220111 16:44,16:41:00,16:51:00,413,400,14,1502,1402
205067020,504,20220111 16:44,16:40:00,17:10:00,288,1351,10A,1102,108
204897020,146,20220111 16:45,16:50:00,17:25:00,1351,95,1,2602,153
205341020,144,20220111 16:45,16:44:00,16:54:00,400,413,14,1402,1401
206071020,727,20220111 16:46,,,,,2A,3302,252
205054020,147,20220111 16:46,16:40:00,17:10:00,145,217,10A,2702,154
205773020,152,20220111 16:47,16:45:00,17:20:00,509,1555,16,8002,954
205403020,140,20220111 16:49,16:47:00,16:57:00,413,400,14,1602,1403
206763020,120,20220111 16:50,16:40:00,17:10:00,1555,1710,9,7902,953
205315020,143,20220111 16:51,16:51:00,17:01:00,400,413,14,1502,1402
205255020,135,20220111 16:52,16:45:00,17:15:00,1710,1589,13,1302,1351
205470020,144,20220111 16:54,16:54:00,17:04:00,413,400,14,1402,1401
206280020,113,20220111 16:55,16:45:00,17:45:00,1351,1876,4,6502,460
205296020,140,20220111 16:58,16:57:00,17:07:00,400,413,14,1602,1403
206352020,145,20220111 17:00,17:05:00,18:05:00,1883,1351,4,5802,453
205340020,144,20220111 17:00,17:04:00,17:14:00,400,413,14,1402,1401
205421020,143,20220111 17:00,17:01:00,17:11:00,413,400,14,1502,1402
206048020,727,20220111 17:01,17:00:00,17:15:00,1565,730,2A,3302,252
206070020,727,20220111 17:02,17:15:00,17:30:00,730,1565,2A,3302,252
206029020,134,20220111 17:03,17:00:00,17:25:00,12,779,28,3502,2802
206278020,119,20220111 17:04,17:00:00,18:00:00,1351,1876,4,6002,455
205083020,126,20220111 17:05,17:00:00,17:30:00,288,1351,10A,3002,156
205917020,137,20220111 17:05,17:10:00,17:25:00,166,756,21,6202,457
205179020,147,20220111 17:05,17:10:00,18:05:00,217,354,10G,2702,154
204896020,504,20220111 17:06,17:10:00,17:45:00,1351,95,1,1102,108
205402020,140,20220111 17:09,17:07:00,17:17:00,413,400,14,1602,1403
205050020,506,20220111 17:10,17:10:00,17:40:00,145,217,10A,5702,452
205744020,501,20220111 17:10,17:10:00,17:45:00,145,1423,16,7802,952
205314020,143,20220111 17:12,17:11:00,17:21:00,400,413,14,1502,1402
206784020,120,20220111 17:13,17:10:00,17:40:00,1710,145,9,7902,953
205753020,752,20220111 17:16,17:15:00,18:05:00,2086,354,16,8102,955
205469020,144,20220111 17:18,17:14:00,17:24:00,413,400,14,1402,1401
206319020,111,20220111 17:20,17:25:00,18:30:00,1883,1351,4,6302,458
204932020,146,20220111 17:21,17:25:00,18:00:00,95,145,1,2602,153
205339020,144,20220111 17:23,17:24:00,17:34:00,400,413,14,1402,1401
205420020,143,20220111 17:24,17:21:00,17:31:00,413,400,14,1502,1402
206046020,134,20220111 17:25,17:25:00,17:50:00,779,12,28,3502,2802
206762020,152,20220111 17:27,17:20:00,17:50:00,1555,1710,9,8002,954
205939020,137,20220111 17:27,17:25:00,17:55:00,756,690,21,6202,457
204895020,126,20220111 17:30,17:30:00,18:00:00,1351,95,1,3002,156
206123020,127,20220111 17:30,17:31:00,18:20:00,2092,1925,3,4502,351
205313020,143,20220111 17:30,17:31:00,17:41:00,400,413,14,1502,1402
205242020,135,20220111 17:32,17:15:00,17:45:00,1555,1710,13,1302,1351
205468020,144,20220111 17:33,17:34:00,17:44:00,413,400,14,1402,1401
205178020,506,20220111 17:35,17:40:00,18:10:00,217,1351,10G,5702,452
205159020,154,20220111 17:40,17:30:00,18:00:00,145,288,10G,2802,155
205338020,144,20220111 17:40,17:44:00,17:54:00,400,413,14,1402,1401
204931020,504,20220111 17:41,17:45:00,18:20:00,95,145,1,1102,108
205419020,143,20220111 17:42,17:41:00,17:51:00,413,400,14,1502,1402
206135020,112,20220111 17:43,17:40:00,18:20:00,1925,1555,3,4602,352
205772020,501,20220111 17:44,17:45:00,18:20:00,509,1555,16,7802,952
206134020,129,20220111 17:45,17:05:00,18:05:00,1925,690,3,4702,353
206322020,113,20220111 17:47,17:45:00,19:00:00,1878,690,4,6502,460
205312020,143,20220111 17:48,17:51:00,18:01:00,400,413,14,1502,1402
205743020,120,20220111 17:48,17:40:00,18:15:00,145,1423,16,7902,953
205154020,123,20220111 17:52,17:30:00,18:20:00,2235,1351,10C,2402,1519
205254020,135,20220111 17:52,17:45:00,18:25:00,1710,690,13,1302,1351
206030020,134,20220111 17:52,17:50:00,18:15:00,12,779,28,3502,2802
205467020,144,20220111 17:54,17:54:00,18:04:00,413,400,14,1402,1401
206320020,119,20220111 17:58,18:00:00,19:00:00,1883,1351,4,6002,455
205337020,144,20220111 17:59,18:04:00,18:14:00,400,413,14,1402,1401
205751020,146,20220111 17:59,18:00:00,18:30:00,145,1423,16,2602,153
204930020,126,20220111 18:01,18:00:00,18:30:00,95,145,1,3002,156
205082020,154,20220111 18:02,18:00:00,18:30:00,288,1351,10A,2802,155
205418020,143,20220111 18:06,18:01:00,18:11:00,413,400,14,1502,1402
206783020,152,20220111 18:09,17:50:00,18:30:00,1710,145,9,8002,954
204894020,506,20220111 18:10,18:10:00,18:40:00,1351,95,1,5702,452
206031020,134,20220111 18:11,18:15:00,18:55:00,779,690,28,3502,2802
205466020,144,20220111 18:12,18:14:00,18:24:00,413,400,14,1402,1401
205311020,143,20220111 18:13,18:11:00,18:21:00,400,413,14,1502,1402
206273020,145,20220111 18:15,18:05:00,19:05:00,1351,1876,4,5802,453
206761020,501,20220111 18:16,18:20:00,18:50:00,1555,1710,9,7802,952
205066020,504,20220111 18:17,18:20:00,18:50:00,145,217,10A,1102,108
205771020,120,20220111 18:18,18:15:00,19:00:00,2086,354,16,7902,953
205417020,143,20220111 18:21,18:21:00,18:31:00,413,400,14,1502,1402
205336020,144,20220111 18:22,18:24:00,18:34:00,400,413,14,1402,1401
205910020,112,20220111 18:22,18:20:00,18:35:00,166,756,21,4602,352
204893020,154,20220111 18:25,18:30:00,19:00:00,1351,95,1,2802,155
206276020,111,20220111 18:25,18:30:00,19:30:00,1351,1876,4,6302,458
205136020,123,20220111 18:25,18:25:00,19:05:00,1940,221,10C,2402,1519
205770020,146,20220111 18:25,18:30:00,19:00:00,509,1555,16,2602,153
205310020,143,20220111 18:29,18:31:00,18:41:00,400,413,14,1502,1402
205742020,152,20220111 18:32,18:30:00,19:00:00,145,1423,16,8002,954
205465020,144,20220111 18:35,18:34:00,18:44:00,413,400,14,1402,1401
205158020,126,20220111 18:37,18:30:00,19:00:00,145,288,10G,3002,156
204929020,506,20220111 18:39,18:40:00,19:10:00,95,145,1,5702,452
205335020,144,20220111 18:41,18:44:00,18:54:00,400,413,14,1402,1401
205416020,143,20220111 18:42,18:41:00,18:51:00,413,400,14,1502,1402
205932020,112,20220111 18:44,18:35:00,19:05:00,756,690,21,4602,352
205177020,504,20220111 18:46,18:50:00,19:45:00,217,354,10G,1102,108
205309020,143,20220111 18:48,18:51:00,19:01:00,400,413,14,1502,1402
206782020,501,20220111 18:50,18:50:00,19:30:00,1710,145,9,7802,952
205464020,144,20220111 18:53,18:54:00,19:04:00,413,400,14,1402,1401
206316020,145,20220111 19:00,19:05:00,20:05:00,1883,1351,4,5802,453
206760020,146,20220111 19:00,19:00:00,19:30:00,1555,1710,9,2602,153
204928020,154,20220111 19:00,19:00:00,19:30:00,95,145,1,2802,155
205334020,144,20220111 19:00,19:04:00,19:14:00,400,413,14,1402,1401
205081020,126,20220111 19:01,19:00:00,19:30:00,288,1351,10A,3002,156
205415020,143,20220111 19:01,19:01:00,19:11:00,413,400,14,1502,1402
205769020,152,20220111 19:03,19:00:00,19:30:00,509,1555,16,8002,954
205909020,127,20220111 19:04,19:00:00,19:15:00,166,756,21,4502,351
205155020,123,20220111 19:07,19:05:00,20:15:00,2235,2231,10C,2402,1519
205308020,143,20220111 19:07,19:11:00,19:21:00,400,413,14,1502,1402
205065020,506,20220111 19:10,19:10:00,19:40:00,145,217,10A,5702,452
205463020,144,20220111 19:15,19:14:00,19:24:00,413,400,14,1402,1401
206305020,119,20220111 19:17,19:00:00,20:00:00,1351,1876,4,6002,455
205931020,127,20220111 19:21,19:15:00,19:45:00,756,690,21,4502,351
205333020,144,20220111 19:21,19:24:00,19:34:00,400,413,14,1402,1401
205414020,143,20220111 19:21,19:21:00,19:31:00,413,400,14,1502,1402
204892020,126,20220111 19:25,19:30:00,20:00:00,1351,95,1,3002,156
206318020,111,20220111 19:25,19:30:00,20:30:00,1883,1351,4,6302,458
205157020,154,20220111 19:25,19:30:00,20:00:00,145,288,10G,2802,155
205307020,143,20220111 19:27,19:31:00,19:41:00,400,413,14,1502,1402
206304020,152,20220111 19:30,19:35:00,20:30:00,1351,1876,4,8002,954
205741020,501,20220111 19:30,19:30:00,20:00:00,145,1423,16,7802,952
206781020,146,20220111 19:32,19:30:00,20:10:00,1710,690,9,2602,153
205462020,144,20220111 19:33,19:34:00,19:44:00,413,400,14,1402,1401
205176020,506,20220111 19:35,19:40:00,20:35:00,217,354,10G,5702,452
205332020,144,20220111 19:39,19:44:00,19:54:00,400,413,14,1402,1401
205413020,143,20220111 19:43,19:41:00,19:51:00,413,400,14,1502,1402
205461020,144,20220111 19:56,19:54:00,20:14:00,413,690,14,1402,1401
206349020,119,20220111 19:59,20:00:00,21:00:00,1883,1351,4,6002,455
206272020,145,20220111 20:00,20:05:00,21:05:00,1351,1876,4,5802,453
205764020,501,20220111 20:01,20:00:00,20:25:00,509,1555,16,7802,952
205080020,154,20220111 20:05,20:00:00,20:30:00,288,1351,10A,2802,155
204927020,126,20220111 20:08,20:00:00,20:30:00,95,145,1,3002,156
205306020,143,20220111 20:14,19:51:00,20:01:00,400,413,14,1502,1402
205398020,143,20220111 20:21,20:21:00,20:36:00,413,690,14,1502,1402
204891020,154,20220111 20:25,20:30:00,21:00:00,1351,95,1,2802,155
206275020,111,20220111 20:25,20:30:00,21:30:00,1351,1876,4,6302,458
206348020,152,20220111 20:25,20:30:00,21:30:00,1883,1351,4,8002,954
205740020,501,20220111 20:28,20:30:00,21:00:00,145,1423,16,7802,952
205064020,126,20220111 20:36,20:30:00,21:00:00,145,217,10A,3002,156
206303020,119,20220111 20:55,21:00:00,21:55:00,1351,1876,4,6002,455
205175020,126,20220111 20:56,21:00:00,21:30:00,217,1351,10G,3002,156
204926020,154,20220111 20:58,21:00:00,21:30:00,95,145,1,2802,155
205767020,501,20220111 20:59,21:00:00,21:25:00,509,1555,16,7802,952
206315020,145,20220111 21:00,21:05:00,22:20:00,1878,690,4,5802,453
206302020,152,20220111 21:25,21:30:00,22:30:00,1351,1876,4,8002,954
206317020,111,20220111 21:25,21:30:00,22:30:00,1883,1351,4,6302,458
205739020,501,20220111 21:27,21:30:00,22:00:00,145,1423,16,7802,952
205156020,154,20220111 21:31,21:30:00,22:00:00,145,288,10G,2802,155
204890020,126,20220111 21:32,21:30:00,22:00:00,1351,95,1,3002,156
206347020,119,20220111 21:50,21:55:00,23:05:00,1878,690,4,6002,455
205766020,501,20220111 21:59,22:00:00,22:50:00,2086,354,16,7802,952
205079020,154,20220111 22:00,22:00:00,22:30:00,288,1351,10A,2802,155
204925020,126,20220111 22:07,22:00:00,22:30:00,95,145,1,3002,156
206274020,111,20220111 22:25,22:30:00,23:30:00,1351,1876,4,6302,458
204889020,154,20220111 22:30,22:30:00,23:00:00,1351,95,1,2802,155
205063020,126,20220111 22:32,22:30:00,23:00:00,145,217,10A,3002,156
206346020,152,20220111 22:38,22:30:00,23:40:00,1878,690,4,8002,954
205174020,126,20220111 22:55,23:00:00,23:30:00,217,1351,10G,3002,156
204924020,154,20220111 22:57,23:00:00,23:30:00,95,145,1,2802,155
206345020,111,20220111 23:25,23:30:00,00:40:00,1878,690,4,6302,458
205173020,154,20220111 23:25,23:30:00,23:55:00,145,288,10G,2802,155
204923020,126,20220111 23:37,23:30:00,23:55:00,1351,95,1,3002,156
204959020,126,20220111 23:57,23:55:00,00:40:00,95,690,1,3002,156
205087020,154,20220111 23:59,23:55:00,00:40:00,288,690,10A,2802,155
